     1.  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
     2.  0.400000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
     3.  0.100000000000000E-01  0.000000000000000E+00  0.000000000000000E+00
     4.  0.200000000000000E-01  0.000000000000000E+00  0.000000000000000E+00
     5.  0.300000000000000E-01  0.000000000000000E+00  0.000000000000000E+00
     6.  0.400000000000000E-01  0.000000000000000E+00  0.000000000000000E+00
     7.  0.500000000000000E-01  0.000000000000000E+00  0.000000000000000E+00
     8.  0.600000000000000E-01  0.000000000000000E+00  0.000000000000000E+00
     9.  0.700000000000000E-01  0.000000000000000E+00  0.000000000000000E+00
    10.  0.800000000000000E-01  0.000000000000000E+00  0.000000000000000E+00
    11.  0.900000000000000E-01  0.000000000000000E+00  0.000000000000000E+00
    12.  0.100000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    13.  0.110000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    14.  0.120000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    15.  0.130000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    16.  0.140000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    17.  0.150000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    18.  0.160000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    19.  0.170000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    20.  0.180000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    21.  0.190000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    22.  0.200000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    23.  0.210000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    24.  0.220000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    25.  0.230000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    26.  0.240000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    27.  0.250000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    28.  0.260000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    29.  0.270000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    30.  0.280000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    31.  0.290000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    32.  0.300000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    33.  0.310000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    34.  0.320000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    35.  0.330000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    36.  0.340000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    37.  0.350000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    38.  0.360000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    39.  0.370000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    40.  0.380000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    41.  0.390000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
    42.  0.500000000000000E+00  0.000000000000000E+00  0.999999999999999E-01
    43.  0.500000000000000E+00  0.000000000000000E+00  0.140000000000000E+01
    44.  0.500000000000000E+00  0.000000000000000E+00  0.110000000000000E+00
    45.  0.500000000000000E+00  0.000000000000000E+00  0.120000000000000E+00
    46.  0.500000000000000E+00  0.000000000000000E+00  0.130000000000000E+00
    47.  0.500000000000000E+00  0.000000000000000E+00  0.140000000000000E+00
    48.  0.500000000000000E+00  0.000000000000000E+00  0.150000000000000E+00
    49.  0.500000000000000E+00  0.000000000000000E+00  0.160000000000000E+00
    50.  0.500000000000000E+00  0.000000000000000E+00  0.170000000000000E+00
    51.  0.500000000000000E+00  0.000000000000000E+00  0.180000000000000E+00
    52.  0.500000000000000E+00  0.000000000000000E+00  0.190000000000000E+00
    53.  0.500000000000000E+00  0.000000000000000E+00  0.200000000000000E+00
    54.  0.500000000000000E+00  0.000000000000000E+00  0.210000000000000E+00
    55.  0.500000000000000E+00  0.000000000000000E+00  0.220000000000000E+00
    56.  0.500000000000000E+00  0.000000000000000E+00  0.230000000000000E+00
    57.  0.500000000000000E+00  0.000000000000000E+00  0.240000000000000E+00
    58.  0.500000000000000E+00  0.000000000000000E+00  0.250000000000000E+00
    59.  0.500000000000000E+00  0.000000000000000E+00  0.260000000000000E+00
    60.  0.500000000000000E+00  0.000000000000000E+00  0.270000000000000E+00
    61.  0.500000000000000E+00  0.000000000000000E+00  0.280000000000000E+00
    62.  0.500000000000000E+00  0.000000000000000E+00  0.290000000000000E+00
    63.  0.500000000000000E+00  0.000000000000000E+00  0.300000000000000E+00
    64.  0.500000000000000E+00  0.000000000000000E+00  0.310000000000000E+00
    65.  0.500000000000000E+00  0.000000000000000E+00  0.320000000000000E+00
    66.  0.500000000000000E+00  0.000000000000000E+00  0.330000000000000E+00
    67.  0.500000000000000E+00  0.000000000000000E+00  0.340000000000000E+00
    68.  0.500000000000000E+00  0.000000000000000E+00  0.350000000000000E+00
    69.  0.500000000000000E+00  0.000000000000000E+00  0.360000000000000E+00
    70.  0.500000000000000E+00  0.000000000000000E+00  0.370000000000000E+00
    71.  0.500000000000000E+00  0.000000000000000E+00  0.380000000000000E+00
    72.  0.500000000000000E+00  0.000000000000000E+00  0.390000000000000E+00
    73.  0.500000000000000E+00  0.000000000000000E+00  0.400000000000000E+00
    74.  0.500000000000000E+00  0.000000000000000E+00  0.410000000000000E+00
    75.  0.500000000000000E+00  0.000000000000000E+00  0.420000000000000E+00
    76.  0.500000000000000E+00  0.000000000000000E+00  0.430000000000000E+00
    77.  0.500000000000000E+00  0.000000000000000E+00  0.440000000000000E+00
    78.  0.500000000000000E+00  0.000000000000000E+00  0.450000000000000E+00
    79.  0.500000000000000E+00  0.000000000000000E+00  0.460000000000000E+00
    80.  0.500000000000000E+00  0.000000000000000E+00  0.470000000000000E+00
    81.  0.500000000000000E+00  0.000000000000000E+00  0.480000000000000E+00
    82.  0.500000000000000E+00  0.000000000000000E+00  0.490000000000000E+00
    83.  0.500000000000000E+00  0.000000000000000E+00  0.500000000000000E+00
    84.  0.500000000000000E+00  0.000000000000000E+00  0.510000000000000E+00
    85.  0.500000000000000E+00  0.000000000000000E+00  0.520000000000000E+00
